Observation id,Observation date,Media file,Total length,FPS,Subject,Behavior,Modifiers,Behavior type,Start (s),Stop (s),Duration (s),Comment start,Comment stop
nest	QF11	20181118	13,2018-11-18 13:00:21,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_133354.avi,1134.560,25.0,Queen (98),broodmanipulate,,STATE,97.356,113.781,16.425,,
for	QF11	20181118	15,2018-11-18 15:00:02,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181118_153652.avi,945.920,25.0,Worker 5 (65),nectarforaging,,STATE,100.255,108.082,7.827,,
nest	QF11	20181113	21,2019-10-10 08:42:38,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181113_210958.avi,821.240,25.0,Queen (98),incubate,,STATE,101.206,116.655,15.449,,
nest	QF11	20181114	0,2018-11-14 00:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_001055.avi,1072.120,25.0,Queen (98),incubate,,STATE,102.139,222.779,120.640,,
nest	QF11	20181114	20,2019-11-14 20:00:32,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_205716.avi,1389.760,25.0,Queen (98),broodmanipulate,,STATE,102.857,105.457,2.600,,
for	QF11	20181113	3		,2018-11-13 03:00:51,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_030500.avi,960.440,25.0,Worker 2 (17),nectarforaging,,STATE,108.180,119.527,11.347,,
nest	QF11	20181119	16,2018-11-19 16:00:10,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_160902.avi,1759.720,25.0,Worker 2 (17),feedsbrood,,POINT,109.595,109.595,NA,,
nest	QF11	20181118	14,2018-11-18 14:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_143430.avi,1024.320,25.0,Queen (98),incubate,,STATE,114.745,255.387,140.642,,
nest	QF11	20181112	22,2018-11-12 22:00:38,/Volumes/GoogleDrive/.shortcut-targets-by-id/0BxvAlFfkSNK7UVZBbV9heVhLcjQ/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181112_221255.avi,1520.040,25.0,Queen (98),incubate,,STATE,116.200,300.759,184.559,,
for	QF11	20181113	3		,2018-11-13 03:00:51,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_030500.avi,960.440,25.0,Worker 5 (65),pollenforaging,,STATE,119.127,119.803,0.676,,
for	QF11	20181113	3		,2018-11-13 03:00:51,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_030500.avi,960.440,25.0,Worker 5 (65),nectarforaging,,STATE,119.304,121.100,1.796,,
nest	QF11	20181114	20,2019-11-14 20:00:32,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_205716.avi,1389.760,25.0,Queen (98),broodmanipulate,,STATE,119.406,121.457,2.051,,
nest	QF11	20181118	9,2018-11-18 09:00:10,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_093244.avi,889.280,25.0,Queen (98),incubate,,STATE,120.480,155.680,35.200,,
nest	QF11	20181118	13,2018-11-18 13:00:21,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_133354.avi,1134.560,25.0,Queen (98),broodmanipulate,,STATE,121.051,122.606,1.555,,
nest	QF11	20181114	20,2019-11-14 20:00:32,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_205716.avi,1389.760,25.0,Queen (98),broodmanipulate,,STATE,122.502,129.182,6.680,,
nest	QF11	20181114	8,2018-11-14 08:00:33,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_081310.avi,1055.360,25.0,Worker 5 (65),feedsbrood,,POINT,123.783,123.783,NA,,
nest	QF11	20181118	15,2018-11-18 15:00:13,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_153452.avi,953.640,25.0,Queen (98),broodmanipulate,,STATE,124.876,133.480,8.604,,
for	QF11	20181113	6,2018-11-13 06:00:49,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_060646.avi,913.360,25.0,Worker 5 (65),pollenforaging,,STATE,126.333,160.860,34.527,,
nest	QF11	20181120	7,2018-11-20 07:00:22,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181120_070450.avi,1688.200,25.0,Worker 2 (17),feedsbrood,,POINT,127.350,127.350,NA,,
for	QF11	20181113	6,2018-11-13 06:00:49,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_060646.avi,913.360,25.0,Worker 1 (9),pollenforaging,,STATE,129.885,175.933,46.048,,
nest	QF11	20181113	21,2019-10-10 08:42:38,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181113_210958.avi,821.240,25.0,Queen (98),incubate,,STATE,130.009,132.145,2.136,,
nest	QF11	20181114	20,2019-11-14 20:00:32,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_205716.avi,1389.760,25.0,Queen (98),broodmanipulate,,STATE,130.728,136.932,6.204,,
nest	QF11	20181118	14,2018-11-18 14:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_143430.avi,1024.320,25.0,Worker 3 (42),feedsbrood,,POINT,132.644,132.644,NA,,
nest	QF11	20181113	21,2019-10-10 08:42:38,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181113_210958.avi,821.240,25.0,Queen (98),broodmanipulate,,STATE,133.371,148.321,14.950,,
for	QF11	20181113	3		,2018-11-13 03:00:51,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_030500.avi,960.440,25.0,Worker 2 (17),nectarforaging,,STATE,133.791,149.240,15.449,,
nest	QF11	20181118	20,2018-11-18 20:00:06,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_203719.avi,838.160,25.0,Queen (98),broodmanipulate,,STATE,135.756,137.906,2.150,,
for	QF11	20181118	15,2018-11-18 15:00:02,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181118_153652.avi,945.920,25.0,Worker 5 (65),pollenforaging,,STATE,140.005,223.532,83.527,,
nest	QF11	20181119	16,2018-11-19 16:00:10,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_160902.avi,1759.720,25.0,Queen (98),broodmanipulate,,STATE,141.501,149.621,8.120,,
nest	QF11	20181114	18,2018-11-14 18:00:46,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_185622.avi,1177.160,25.0,Worker 2 (17),feedsbrood,,POINT,145.227,145.227,NA,,
nest	QF11	20181118	20,2018-11-18 20:00:06,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_203719.avi,838.160,25.0,Queen (98),broodmanipulate,,STATE,147.555,197.308,49.753,,
for	QF11	20181113	6,2018-11-13 06:00:49,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_060646.avi,913.360,25.0,Worker 4 (52),pollenforaging,,STATE,149.756,169.585,19.829,,
nest	QF11	20181119	16,2018-11-19 16:00:10,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_160902.avi,1759.720,25.0,Worker 4 (52),feedsbrood,,POINT,150.166,150.166,NA,,
nest	QF11	20181118	15,2018-11-18 15:00:13,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_153452.avi,953.640,25.0,Queen (98),incubate,,STATE,152.207,158.132,5.925,,
nest	QF11	20181119	16,2018-11-19 16:00:10,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_160902.avi,1759.720,25.0,Queen (98),broodmanipulate,,STATE,156.145,173.448,17.303,,
nest	QF11	20181118	9,2018-11-18 09:00:10,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_093244.avi,889.280,25.0,Queen (98),broodmanipulate,,STATE,157.680,180.880,23.200,,
nest	QF11	20181118	14,2018-11-18 14:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_143430.avi,1024.320,25.0,Worker 5 (65),feedsbrood,,POINT,159.406,159.406,NA,,
nest	QF11	20181118	15,2018-11-18 15:00:13,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_153452.avi,953.640,25.0,Queen (98),broodmanipulate,,STATE,166.204,178.079,11.875,,
nest	QF11	20181120	7,2018-11-20 07:00:22,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181120_070450.avi,1688.200,25.0,Worker 2 (17),feedsbrood,,POINT,173.602,173.602,NA,,
nest	QF11	20181118	15,2018-11-18 15:00:13,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_153452.avi,953.640,25.0,Worker 1 (9),feedsbrood,,POINT,175.805,175.805,NA,,
for	QF11	20181113	6,2018-11-13 06:00:49,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_060646.avi,913.360,25.0,Worker 5 (65),pollenforaging,,STATE,177.692,221.319,43.627,,
for	QF11	20181113	3		,2018-11-13 03:00:51,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_030500.avi,960.440,25.0,Worker 2 (17),nectarforaging,,STATE,179.385,234.056,54.671,,
for	QF11	20181113	3		,2018-11-13 03:00:51,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_030500.avi,960.440,25.0,Worker 5 (65),nectarforaging,,STATE,179.765,354.631,174.866,,
nest	QF11	20181119	16,2018-11-19 16:00:10,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_160902.avi,1759.720,25.0,Queen (98),broodmanipulate,,STATE,180.470,223.662,43.192,,
nest	QF11	20181118	15,2018-11-18 15:00:13,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_153452.avi,953.640,25.0,Queen (98),incubate,,STATE,180.780,222.630,41.850,,
nest	QF11	20181118	9,2018-11-18 09:00:10,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_093244.avi,889.280,25.0,Queen (98),incubate,,STATE,181.640,196.880,15.240,,
nest	QF11	20181119	21,2018-11-19 21:00:03,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_210951.avi,1732.040,25.0,Queen (98),broodmanipulate,,STATE,182.862,188.758,5.896,,
nest	QF11	20181118	15,2018-11-18 15:00:13,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_153452.avi,953.640,25.0,Worker 4 (52),feedsbrood,,POINT,187.480,187.480,NA,,
nest	QF11	20181113	10,2018-11-13 10:00:25,/Volumes/GoogleDrive/.shortcut-targets-by-id/0BxvAlFfkSNK7UVZBbV9heVhLcjQ/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181113_100648.avi,1198.760,25.0,Queen (98),broodmanipulate,,STATE,187.880,194.760,6.880,,
for	QF11	20181118	15,2018-11-18 15:00:02,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181118_153652.avi,945.920,25.0,Worker 4 (52),nectarforaging,,STATE,196.233,229.132,32.899,,
nest	QF11	20181118	20,2018-11-18 20:00:06,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_203719.avi,838.160,25.0,Queen (98),broodmanipulate,,STATE,201.532,208.585,7.053,,
nest	QF11	20181113	10,2018-11-13 10:00:25,/Volumes/GoogleDrive/.shortcut-targets-by-id/0BxvAlFfkSNK7UVZBbV9heVhLcjQ/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181113_100648.avi,1198.760,25.0,Queen (98),incubate,,STATE,204.080,241.400,37.320,,
nest	QF11	20181119	21,2018-11-19 21:00:03,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_210951.avi,1732.040,25.0,Queen (98),broodmanipulate,,STATE,209.305,212.060,2.755,,
nest	QF11	20181114	20,2019-11-14 20:00:32,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_205716.avi,1389.760,25.0,Queen (98),incubate,,STATE,220.294,302.932,82.638,,
nest	QF11	20181119	16,2018-11-19 16:00:10,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_160902.avi,1759.720,25.0,Worker 4 (52),feedsbrood,,POINT,221.087,221.087,NA,,
nest	QF11	20181114	0,2018-11-14 00:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_001055.avi,1072.120,25.0,Queen (98),broodmanipulate,,STATE,222.780,226.876,4.096,,
nest	QF11	20181119	16,2018-11-19 16:00:10,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_160902.avi,1759.720,25.0,Queen (98),incubate,,STATE,223.663,293.655,69.992,,
nest	QF11	20181118	9,2018-11-18 09:00:10,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_093244.avi,889.280,25.0,Queen (98),incubate,,STATE,237.760,252.600,14.840,,
nest	QF11	20181118	20,2018-11-18 20:00:06,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_203719.avi,838.160,25.0,Queen (98),broodmanipulate,,STATE,242.508,249.582,7.074,,
nest	QF11	20181114	8,2018-11-14 08:00:33,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_081310.avi,1055.360,25.0,Worker 5 (65),feedsbrood,,POINT,250.372,250.372,NA,,
nest	QF11	20181119	21,2018-11-19 21:00:03,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_210951.avi,1732.040,25.0,Worker 4 (52),feedsbrood,,POINT,250.531,250.531,NA,,
nest	QF11	20181114	0,2018-11-14 00:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_001055.avi,1072.120,25.0,Queen (98),broodmanipulate,,STATE,251.132,260.926,9.794,,
for	QF11	20181113	6,2018-11-13 06:00:49,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_060646.avi,913.360,25.0,Worker 5 (65),pollenforaging,,STATE,252.099,259.874,7.775,,
for	QF11	20181118	15,2018-11-18 15:00:02,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Kaleigh_Ericas_Awesome_Summer_Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181118_153652.avi,945.920,25.0,Worker 5 (65),nectarforaging,,STATE,256.440,315.060,58.620,,
nest	QF11	20181119	16,2018-11-19 16:00:10,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_160902.avi,1759.720,25.0,Worker 4 (52),feedsbrood,,POINT,260.633,260.633,NA,,
nest	QF11	20181114	0,2018-11-14 00:00:00,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181114_001055.avi,1072.120,25.0,Queen (98),incubate,,STATE,260.927,306.587,45.660,,
for	QF11	20181113	6,2018-11-13 06:00:49,/Volumes/GoogleDrive/My Drive/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_060646.avi,913.360,25.0,Worker 5 (65),nectarforaging,,STATE,261.298,332.079,70.781,,
for	QF11	20181118	13,2018-11-18 13:00:00,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181118_133625.avi,1119.800,25.0,Worker 1 (9),nectarforaging,,STATE,263.566,266.967,3.401,,
nest	QF11	20181119	21,2018-11-19 21:00:03,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_210951.avi,1732.040,25.0,Queen (98),broodmanipulate,,STATE,264.262,269.107,4.845,,
for	QF11	20181113	3		,2018-11-13 03:00:51,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_forQF11_1_20181113_030500.avi,960.440,25.0,Worker 2 (17),nectarforaging,,STATE,265.250,278.975,13.725,,
nest	QF11	20181118	13,2018-11-18 13:00:21,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_133354.avi,1134.560,25.0,Queen (98),broodmanipulate,,STATE,265.671,266.700,1.029,,
nest	QF11	20181118	14,2018-11-18 14:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_143430.avi,1024.320,25.0,Queen (98),incubate,,STATE,267.763,283.998,16.235,,
nest	QF11	20181119	21,2018-11-19 21:00:03,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_210951.avi,1732.040,25.0,Queen (98),broodmanipulate,,STATE,273.434,282.087,8.653,,
nest	QF11	20181118	15,2018-11-18 15:00:13,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_153452.avi,953.640,25.0,Queen (98),broodmanipulate,,STATE,282.677,283.755,1.078,,
nest	QF11	20181118	14,2018-11-18 14:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_143430.avi,1024.320,25.0,Queen (98),broodmanipulate,,STATE,285.071,287.251,2.180,,
nest	QF11	20181119	16,2018-11-19 16:00:10,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_160902.avi,1759.720,25.0,Worker 4 (52),feedsbrood,,POINT,285.310,285.310,NA,,
nest	QF11	20181118	14,2018-11-18 14:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_143430.avi,1024.320,25.0,Queen (98),broodmanipulate,,STATE,296.348,301.671,5.323,,
nest	QF11	20181118	14,2018-11-18 14:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_143430.avi,1024.320,25.0,Worker 3 (42),feedsbrood,,POINT,299.091,299.091,NA,,
nest	QF11	20181119	16,2018-11-19 16:00:10,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181119_160902.avi,1759.720,25.0,Queen (98),broodmanipulate,,STATE,299.627,304.528,4.901,,
nest	QF11	20181113	10,2018-11-13 10:00:25,/Volumes/GoogleDrive/.shortcut-targets-by-id/0BxvAlFfkSNK7UVZBbV9heVhLcjQ/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181113_100648.avi,1198.760,25.0,Queen (98),end,,POINT,299.760,299.760,NA,,
nest	QF11	20181118	9,2018-11-18 09:00:10,/Volumes/GoogleDrive/My Drive/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_093244.avi,889.280,25.0,Queen (98),end,,POINT,300.240,300.240,NA,,
nest	QF11	20181112	22,2018-11-12 22:00:38,/Volumes/GoogleDrive/.shortcut-targets-by-id/0BxvAlFfkSNK7UVZBbV9heVhLcjQ/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181112_221255.avi,1520.040,25.0,Queen (98),end,,POINT,300.760,300.760,NA,,
nest	QF11	20181118	14,2018-11-18 14:00:29,/Volumes/GoogleDrive/My Drive/WoodardLab.shared/Projects & Experiments/2018.Awesome.Summer.Experiments/Videos/AllRounds/QF/QF11/05_nestQF11_1_20181118_143430.avi,1024.320,25.0,Queen (98),end,,POINT,301.672,301.672,NA,,
